id,url_length,hostname_length,path_length,query_length,subdomain_depth,path_depth,has_double_slash_in_path,num_dots,num_hyphens,num_at_symbols,num_tildes,num_underscores,num_percents,num_ampersands,num_hashes,num_query_params,num_numeric_chars,uses_https,https_in_hostname,has_insecure_forms,has_submit_email,has_iframe,has_popup,abnormal_form_action,has_ip_address,domain_in_subdomain,domain_in_path,has_random_domain,brand_in_subdomain,brand_in_path,frequent_domain_mismatch,missing_title,external_favicon,external_link_ratio,external_resource_ratio,null_self_redirect_ratio,has_only_images_in_form,fake_link_statusbar,right_click_disabled,popup_window,ratio_ext_hyperlinks,ratio_ext_media,label
68,58,16,35,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,,0,0,0,0,0,0.090909091,1
69,32,8,17,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
70,37,22,8,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
71,63,17,5,33,1,2,0,2,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
72,120,23,90,0,1,5,0,5,1,0,0,1,0,0,0,0,20,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0.857142857,1,,0,0,0,0,0.857142857,1,1
73,52,25,20,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,0.222222222,,0,0,0,0,0.75,0.222222222,1
74,58,15,36,0,0,4,0,5,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.666666667,0,,0,0,0,0,0.666666667,0,1
75,51,18,26,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,,0,0,0,0,0,0.071428571,1
76,73,14,52,0,0,6,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.5,,0,0,0,0,0,0.5,1
77,57,15,35,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
78,32,17,8,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
79,52,21,24,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.347826087,0,,0,0,0,0,0.347826087,0,1
80,47,23,9,7,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
81,59,14,38,0,0,3,0,1,1,0,0,0,0,0,0,0,18,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0,,0,0,0,0,0.5,0,1
82,135,11,77,39,0,7,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0.941176471,0.945945946,,0,1,0,0,0.941176471,0.945945946,1
83,34,18,9,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0.91416309,0.08,,0,0,0,0,0.91416309,0.08,1
84,153,15,131,0,0,10,0,1,0,0,0,1,0,0,0,0,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
85,51,17,27,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,,0,0,0,0,1,1,1
86,120,23,90,0,1,5,0,5,1,0,0,1,0,0,0,0,17,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0.857142857,1,,0,0,0,0,0.857142857,1,1
87,67,16,44,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
88,41,18,16,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857,0.6,,0,0,0,0,0.857142857,0.6,1
89,40,18,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857,0.6,,0,0,0,0,0.857142857,0.6,1
90,39,23,9,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
91,58,28,23,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,,0,0,0,0,0,0.153846154,1
92,46,14,25,0,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.777777778,0.222222222,,0,0,0,0,0.777777778,0.222222222,1
93,48,19,16,5,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.642857143,,0,0,0,0,0,0.642857143,1
94,139,21,60,50,0,5,0,2,0,0,0,0,0,1,0,2,43,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.625,,0,0,0,0,0,0.625,1
95,79,13,59,0,0,4,0,1,1,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
96,79,13,59,0,0,4,0,1,1,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
97,53,29,17,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
98,53,10,36,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0625,,1,0,0,0,0,0.0625,1
99,70,26,37,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
100,49,28,14,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
101,149,84,58,0,11,6,0,12,2,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
102,152,18,39,87,1,5,0,4,2,0,0,7,0,2,0,2,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,,0,0,0,0,0,0.2,1
103,82,26,36,12,0,4,0,3,0,0,0,2,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.166666667,,1,0,0,0,0,0.166666667,1
104,39,10,22,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,0.111111111,,0,0,0,0,0.75,0.111111111,1
105,39,23,9,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
106,50,23,20,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
107,79,30,42,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
108,25,13,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.933333333,1,,0,0,0,0,0.933333333,1,1
109,212,15,33,156,0,3,0,3,0,0,0,8,0,9,0,10,48,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.090909091,0.739130435,,0,1,0,0,0.090909091,0.739130435,1
110,57,15,33,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.090909091,0.739130435,,0,1,0,0,0.090909091,0.739130435,1
111,47,18,22,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,,0,0,0,0,0,0.153846154,1
112,52,9,36,0,0,2,0,1,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
113,40,16,17,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,1,1,1
114,37,16,14,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1
115,37,15,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,,0,0,0,0,0,0.071428571,1
116,64,37,20,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.142857143,,0,0,0,0,1,0.142857143,1
117,42,13,22,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
118,43,13,23,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
119,42,13,22,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
120,49,13,29,0,0,3,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0.9,,0,1,0,0,1,0.9,1
121,64,21,36,0,1,5,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0.909090909,1,,0,0,0,0,0.909090909,1,1
122,68,23,38,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
123,48,17,24,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00729927,0.325,,0,0,0,0,0.00729927,0.325,1
124,49,17,25,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1875,,0,1,0,0,0.25,0.1875,1
125,38,17,14,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00729927,0.325,,0,0,0,0,0.00729927,0.325,1
126,89,13,34,34,0,4,0,4,2,0,0,0,0,0,0,0,21,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.035714286,,0,0,0,0,0,0.035714286,1
127,79,19,53,0,1,5,0,2,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.777777778,,0,0,0,0,0,0.777777778,1
128,90,13,34,35,0,4,0,4,2,0,0,0,0,0,0,0,22,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.035714286,,0,0,0,0,0,0.035714286,1
129,89,13,34,34,0,4,0,4,2,0,0,0,0,0,0,0,21,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.035714286,,0,0,0,0,0,0.035714286,1
130,50,12,31,0,0,8,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.142857143,,0,0,0,0,1,0.142857143,1
131,54,22,25,0,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,1,1,1
132,149,14,56,71,0,3,0,6,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
133,50,12,31,0,0,8,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.142857143,,0,0,0,0,1,0.142857143,1
134,50,12,31,0,0,8,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.142857143,,0,0,0,0,1,0.142857143,1
135,37,15,15,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
136,62,16,39,0,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.642857143,,0,0,0,0,0,0.642857143,1
137,29,17,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,1,1,1
138,172,17,52,95,0,3,0,2,1,0,0,7,0,2,0,2,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,,0,0,0,0,0,0.2,1
139,164,17,52,87,0,3,0,2,1,0,0,7,0,2,0,2,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,,0,0,0,0,0,0.2,1
140,44,19,18,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.785714286,,0,0,0,0,0,0.785714286,1
141,142,15,120,0,1,8,0,6,3,0,0,0,0,0,0,0,24,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.002793296,0.038461539,,0,0,1,0,0.002793296,0.038461539,1
142,191,18,69,96,1,5,0,4,2,0,0,7,0,2,0,3,22,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,,0,0,0,0,0,0.2,1
143,191,18,69,96,1,5,0,4,2,0,0,7,0,2,0,3,26,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,,0,0,0,0,0,0.2,1
144,191,18,69,96,1,5,0,4,2,0,0,7,0,2,0,3,21,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,,0,0,0,0,0,0.2,1
145,59,12,40,0,0,4,0,1,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.125,,0,0,0,0,0,0.125,1
146,56,21,28,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.785714286,,0,0,0,0,0,0.785714286,1
